restaurant_id,avg_price
684888,29
740365,35
740411,28
740528,38
636932,26
740544,32
740547,22
734941,69
735923,29
735670,31
734983,46
739277,62
739822,32
736090,35
738927,10
740350,25
735979,20
735986,26
740869,12
740318,31
715701,86
740938,27
740999,15
736077,36
739153,22
733865,45
721722,41
739994,19
738242,32
741096,25
739890,37
7034,36
730670,44
741667,73
731773,23
732977,22
736880,33
741049,61
740250,66
29852,54
741253,28
288175,52
740967,48
741577,17
741582,44
732205,29
732474,30
731763,32
732076,37
736917,54
742061,34
248531,51
741389,34
208181,49
77771,21
98797,44
243255,53
729798,26
674869,31
741504,73
741487,30
741716,68
737919,24
737918,26
114808,69
742145,27
7389,48
738769,65
741568,50
692049,10
737891,31
742073,45
731454,83
732281,24
732283,64
36878,10
732248,54
732986,62
732158,44
732980,28
93290,77
732472,78
738457,57
665877,27
741042,56
735436,17
700114,38
700207,39
710828,42
741810,37
707241,41
729740,33
733664,41
242794,10
265885,63
743795,39
285787,18
232070,35
737295,29
239562,24
20672,49
159153,19
230697,33
646306,37
734001,41
743165,35
736905,30
736711,24
739551,21
743294,27
742961,19
743109,31
743110,31
743735,14
742517,49
744650,40
672233,60
655530,63
744522,67
743866,21
43182,15
743481,23
744605,50
743469,31
733443,53
744124,17
745073,10
736328,27
749044,21
741755,55
743447,43
30737,53
747327,22
750413,37
750027,29
750345,30
750761,48
703397,33
748646,10
740532,37
119449,25
740633,25
741160,30
748452,65
5623,60
749469,17
749985,44
739973,24
736021,40
137120,36
746845,24
744643,31
749454,56
746127,54
749575,34
743319,28
750821,15
712863,63
749857,36
713045,79
736435,86
746877,31
744807,48
749552,31
749507,36
751046,24
741914,44
741905,45
743637,26
743629,46
736293,33
748181,36
748491,32
748363,52
743837,30
749604,18
750096,15
744289,34
85854,81
739427,36
746087,32
745305,64
255861,49
743823,28
750894,57
746078,28
746126,25
743732,38
9031,43
751074,59
749999,21
746699,50
733403,20
750445,35
728979,29
741169,33
705072,30
10767,44
745693,26
746416,22
745699,12
745349,86
712452,37
739330,10
747361,77
695104,39
731293,60
748958,28
743489,10
746303,86
749588,28
743737,65
744924,33
750656,63
751080,10
751229,48
749826,20
207251,12
182797,10
128384,52
276883,63
749315,38
752601,32
753110,28
741625,22
679703,26
19103,68
743176,40
751818,51
751094,28
749703,26
750520,40
747790,55
651529,29
277099,17
750415,10
744763,55
188302,19
86773,10
746203,29
747531,19
745704,46
751826,23
749331,31
746899,40
746908,10
754151,31
2791,35
42457,36
187478,39
659865,30
31540,48
14112,38
754263,38
754270,40
181819,60
207020,60
248503,58
284851,60
630562,60
684153,34
674442,52
693465,32
644570,74
670980,51
699162,75
753721,63
754100,50
745844,60
149035,26
20573,36
754685,48
633188,66
4634,52
739624,30
18151,33
754018,35
235160,44
743065,73
754150,45
749601,37
747818,40
754234,37
43246,10
746517,41
754295,15
753403,34
753998,44
754330,42
754583,21
749168,25
754087,27
754680,37
754730,36
754847,10
42706,10
161937,33
754543,25
754321,25
754144,33
254962,42
693779,23
754319,25
168765,62
754378,44
94302,28
17380,44
754027,52
751488,75
34665,59
711778,35
743967,33
743972,25
5621,77
2370,77
752923,43
752023,41
34387,39
755746,52
50198,52
749976,83
753215,40
754026,22
754701,34
754883,19
749930,24
745622,49
745625,24
745632,23
745779,27
754609,58
690960,35
751423,24
743978,58
752543,36
754860,32
746182,51
746185,34
220828,28
755941,29
692906,30
747230,73
752466,76
631015,36
745325,38
745347,51
749885,53
751968,28
755489,27
755056,25
733175,25
753292,41
756750,31
682563,47
758450,83
755758,76
755961,14
755662,49
748930,38
696908,57
752603,25
5671,79
757437,59
751436,10
711716,32
756926,42
756409,38
756516,45
755775,28
753010,46
753052,23
753314,34
738417,59
758496,24
756767,32
727784,82
744533,28
754129,41
756710,64
78707,36
754566,38
757109,45
747752,22
747798,21
747846,15
681785,35
753235,63
164269,32
714726,70
175639,27
757420,45
748084,25
758938,80
758984,10
249755,66
733078,20
757002,40
755388,23
754782,71
230054,98
754354,37
9210,31
756723,21
759869,50
758207,31
72063,46
668102,35
692900,31
700885,36
704450,36
725967,34
733657,36
742415,36
744619,32
749343,33
757304,36
758866,47
760968,93
758490,15
757483,39
755918,24
757156,51
757172,36
233516,51
14732,45
754470,46
751004,10
751000,40
752871,28
751457,44
754700,14
754036,45
11211,41
760265,43
739541,28
756561,30
2470,89
41701,93
208347,41
758804,24
758877,19
757786,29
715679,98
761210,24
760300,22
709447,48
755496,34
759446,47
760339,29
727436,31
311064,37
714713,35
755632,35
760382,35
764479,56
97229,43
765144,47
13831,97
252225,60
765407,60
765887,29
148372,24
762540,22
719663,44
705683,52
764983,56
761200,50
760796,43
130730,36
765231,18
758571,31
765202,10
758944,11
758189,32
765718,10
765621,65
765001,18
759161,48
764921,31
266726,64
88629,34
682557,15
747402,19
765978,80
764991,10
763421,57
764357,28
766023,42
766282,40
764378,19
761904,30
749346,30
699277,39
758251,46
764858,33
760730,28
765375,52
765779,16
766033,66
765904,39
313475,63
133935,43
762028,15
157798,88
765909,53
765628,45
767553,24
765358,50
765457,10
764840,54
766070,59
701899,55
767479,33
767327,52
764376,56
766293,43
767878,36
168125,73
767765,37
761035,23
173307,50
756265,28
765595,63
685777,10
767367,65
39150,28
757868,38
761718,57
766016,31
766893,63
765882,21
764986,27
764331,56
15622,52
767842,88
767849,74
767217,33
765096,23
767933,49
762081,18
767979,33
767909,19
767808,46
766895,30
767688,22
767099,30
762997,29
767911,63
290394,57
766622,87
713718,57
767544,28
769091,45
769292,38
753804,30
769742,37
769063,73
760933,10
762072,86
766632,65
767881,37
767790,28
683710,10
767357,40
19298,32
676769,43
767407,95
767359,21
768190,16
767560,75
769228,28
758618,75
719614,49
132366,90
753740,35
768761,19
767734,60
767995,51
132896,57
769169,38
769116,40
767482,48
743378,21
763298,10
768244,10
768151,21
679930,77
746473,56
753725,31
968,11
768231,32
772010,61
770701,32
772926,39
766925,35
756437,35
758644,24
10106,40
770001,48
766738,43
766204,32
773454,76
771780,63
750814,63
765444,44
759375,92
771630,30
663169,49
771534,41
768658,40
769932,48
766529,63
759486,20
759497,20
765942,41
771644,20
761721,22
771222,49
770344,36
759201,20
766531,29
772413,54
772414,10
693420,23
33356,60
768860,52
773519,26
765682,35
773030,30
771949,31
769336,64
765759,39
765750,50
767934,44
773483,45
746785,35
772193,49
774344,66
774377,51
759673,22
773107,36
774325,36
774647,46
774643,49
773195,49
773095,26
766866,57
772896,30
773016,27
770638,99
772230,30
773419,21
769341,39
769349,52
767292,59
774183,33
719632,69
759130,55
758634,32
758623,35
775583,68
765460,22
691583,11
775875,79
773815,63
775526,29
746822,54
758541,15
775857,48
15696,61
774242,44
774528,75
705860,63
776002,35
774819,39
775794,10
776015,41
776139,88
776115,58
15092,36
775532,10
775028,41
775439,35
765466,38
773696,37
773597,43
700452,81
166221,37
775570,10
775863,36
662857,92
738798,28
773912,82
775493,21
774790,42
775779,15
775840,21
776319,44
776316,29
729234,15
650074,27
744894,41
775075,35
775076,34
727722,54
763521,39
720277,98
762766,25
776128,30
283771,50
768589,65
773209,33
778891,63
746111,10
779439,15
776982,89
273939,17
777168,27
773940,33
674241,30
20542,35
777560,38
778106,11
207332,35
747995,23
720049,32
777638,10
698944,10
774973,24
778040,21
69422,36
779118,34
779205,63
162004,13
779664,39
736796,79
125297,70
778882,40
779600,76
704498,67
708621,10
775217,52
779623,25
779605,78
771906,38
778859,10
779370,23
778833,27
769511,34
761546,53
778662,14
777929,41
779456,12
779433,19
780143,37
778801,44
775904,73
779318,37
316270,43
8805,57
773550,46
775037,22
779306,78
780173,28
779724,30
720302,10
779779,47
764994,63
779355,55
777498,10
773708,10
779991,23
751407,40
719985,75
780727,80
779612,49
657812,27
779946,32
779983,52
778112,43
779726,85
781355,45
33341,25
719607,45
781532,50
782329,46
782406,37
777975,72
740978,40
249301,89
767493,35
775885,40
780518,98
781372,33
776811,61
781141,72
778712,77
780253,34
779442,92
781168,11
168864,56
781367,31
777725,45
781399,47
781202,47
781259,34
781782,28
781321,35
781164,33
781688,81
781395,48
781875,20
4802,10
725347,42
780270,25
775807,23
780393,24
776531,33
782144,61
274435,61
782442,52
685633,53
785668,29
786439,17
786550,34
786135,39
751735,35
787344,28
786021,32
780407,27
774265,25
1016,42
782142,22
787386,51
786187,46
787448,48
785370,55
79468,33
782545,33
773630,35
771241,13
773079,33
771255,30
700601,35
785892,25
786444,20
786425,45
786747,22
786927,66
786152,33
145913,15
783347,87
631702,35
783579,16
786466,20
787220,25
787256,15
784328,35
786933,29
787301,49
682432,92
787289,29
786630,39
787672,36
784999,36
786423,10
787802,35
773046,42
787723,24
787399,82
786873,14
787735,26
92546,42
768436,34
788067,88
787406,19
787955,54
788252,31
777657,30
696572,77
786507,18
787458,50
783677,43
774261,20
773629,43
770338,55
746161,41
773053,33
788069,35
788060,36
788384,37
758166,48
771196,23
775080,40
777868,30
780994,31
780919,48
772411,46
783482,42
788423,36
787383,37
788621,33
751305,71
772127,33
771759,14
725923,33
775676,21
778557,56
781722,84
205472,55
774414,28
788277,55
789277,48
317110,79
789571,51
789304,69
787568,37
656548,51
729655,42
681194,20
679208,70
788768,39
762544,64
161391,55
71526,37
788268,17
764178,25
49018,10
780685,83
788602,39
787208,15
668792,47
788489,73
777851,14
761665,39
787261,15
789699,40
788617,27
788910,10
787896,65
789395,30
86003,41
787358,42
789944,71
789764,32
788460,47
787503,15
753189,78
777204,54
789846,43
790155,60
780603,22
782926,23
28047,29
778701,64
778705,51
778747,20
776203,55
734493,53
789868,69
652554,32
790750,29
789755,27
790433,45
790786,47
788706,31
790785,60
168195,41
752501,63
789639,97
789789,26
789796,77
789415,25
786287,68
789613,15
790415,28
790693,16
778672,42
784295,23
783133,30
778753,32
790638,73
783404,17
790389,28
790799,49
790624,38
790738,29
790335,30
786614,30
791378,38
765907,24
790096,21
788042,46
791420,58
790880,10
787550,60
791220,29
776776,31
791457,21
791460,34
791616,56
790740,26
791380,39
790382,35
791686,10
766777,33
791945,21
777294,41
789448,24
34623,43
48004,41
60915,42
148861,42
695511,42
162661,42
201126,42
628829,42
766369,59
632979,36
792142,32
792027,54
793349,48
793404,50
793407,62
791619,27
791402,40
791257,44
790456,65
790137,33
243523,51
782548,40
780924,34
732580,22
236602,27
791414,75
785054,28
792022,35
749568,74
279032,23
83923,42
110178,42
188944,42
272923,42
301162,42
73219,29
791929,22
791667,33
784094,78
706330,77
791909,49
766567,17
160565,48
29334,80
790884,24
783025,70
789470,15
791719,22
788719,10
793012,42
792884,10
792896,28
788759,19
774448,24
792385,46
738391,37
793464,90
796145,28
793471,83
796994,46
796543,37
776743,53
776449,24
696435,24
784067,38
776862,30
796589,43
168999,60
797122,39
791331,32
796573,24
744762,18
792168,52
798797,50
12270,24
789187,49
780741,25
796442,45
782932,56
712405,10
625525,47
776858,54
784078,43
779698,54
775824,28
784414,29
796350,67
796342,26
797596,10
797540,49
797576,10
790932,27
797208,26
796294,12
797376,16
797206,76
796755,27
797131,25
792146,29
798890,18
797780,43
795415,39
792267,38
792610,14
796700,40
788970,10
178347,18
798720,31
797414,71
23856,55
750913,85
796522,54
714668,61
797635,51
797764,23
192640,59
200567,14
785123,50
799476,43
800609,45
733282,50
724164,20
799358,38
798539,10
790248,62
158512,31
799420,31
743805,24
796287,21
721281,39
799572,36
799591,10
800036,22
800238,30
798979,52
769564,84
765197,18
798409,14
800593,65
681773,76
797890,28
737365,43
798485,39
800148,30
799644,10
799194,23
785439,51
800616,83
781995,35
798812,28
800400,22
800597,27
801084,29
799546,39
801027,25
800832,53
1614,69
800421,90
790357,10
853042,38
852982,46
853024,45
229222,56
804878,53
852311,31
804798,31
853666,32
773227,65
852233,38
851515,32
853783,25
853915,85
766897,34
854630,26
854618,39
799212,75
